duration,tempo,energy,loudness,key,mode,acousticness,instrumentalness,speechiness,danceability,valence,liveness,time_signature,filename
119.98789115646258,117.45383522727273,0.20805983245372772,-15.88624095916748,9,1,0.5725533360438689,0.0,0.00028279225080041215,1.0,0.6185588669888162,0.3323045000433922,4,/volumes/Seagate/mtg-jamendo-dataset/04/1317804.mp3
199.70029166666666,144.23076923076923,0.2775847911834717,-5.625525951385498,9,1,0.5365509624392271,0.0,0.0020695317070931196,1.0,0.8084615384615386,1.0,4,/volumes/Seagate/mtg-jamendo-dataset/04/1056204.mp3
566.2253741496598,123.046875,0.07098814845085144,-29.18732452392578,2,1,0.5559775558963373,0.0,0.0008853069157339633,1.0,0.46360904998717617,0.0001311714277107967,4,/volumes/Seagate/mtg-jamendo-dataset/04/1395104.mp3
123.0,161.4990234375,0.14784923195838928,-13.87582778930664,5,1,0.6100828135847818,0.0,0.0013062195503152907,1.0,0.7494486523564369,0.5535205826163292,4,/volumes/Seagate/mtg-jamendo-dataset/04/409704.mp3
224.89333333333335,105.46875,0.11246874928474426,-22.38671112060547,7,1,0.5410858233789488,0.0,9.650157153373584e-05,1.0,0.5212518634064714,0.013383105397224426,4,/volumes/Seagate/mtg-jamendo-dataset/04/1045704.mp3
326.25,79.50721153846153,0.07701236754655838,-23.59035873413086,1,0,0.5449798501996987,0.0,0.0003694196784636006,1.0,0.40581485980385296,0.11165708303451538,4,/volumes/Seagate/mtg-jamendo-dataset/04/1121104.mp3
189.20108843537415,161.4990234375,0.182029590010643,-15.232019424438477,5,0,0.5532950747839855,0.0,0.0012556731817312539,1.0,0.6090247730902949,0.5897722020745277,4,/volumes/Seagate/mtg-jamendo-dataset/04/1324904.mp3
246.0,79.50721153846153,0.1365174800157547,-22.54225730895996,7,1,0.5263578070526115,0.0,0.0004858738248003647,1.0,0.5161417700641406,0.020090234465897083,4,/volumes/Seagate/mtg-jamendo-dataset/04/1329204.mp3
181.81333333333333,103.359375,0.13953454792499542,-22.86751937866211,7,1,0.5780793302008349,0.0,0.0020947156590409577,1.0,0.6896131823546257,0.09853639639914036,4,/volumes/Seagate/mtg-jamendo-dataset/04/1135204.mp3
301.42657596371885,172.265625,0.07073935121297836,-25.048837661743164,7,0,0.5446300263021651,0.0,1.567174149386119e-05,1.0,0.5248390435045439,0.0019579954096116126,4,/volumes/Seagate/mtg-jamendo-dataset/04/1044604.mp3
