duration,tempo,acousticness,dynamic_range,energy,brightness,fullness,density,instrumentalness,danceability,valence,tension,filename
331.8,109.95678191489361,0.5853930543851307,0.7175890197753907,0.28700363636016846,0.4342670687362026,0.7818689178127506,0.26639891648225417,0.0013133594862473784,0.3,0.5490895018101394,0.6935034087276328,/volumes/Seagate/mtg-jamendo-dataset/00/485800.mp3
91.3,92.28515625,0.5633946234338749,0.8946859893798828,0.19009432196617126,0.5123738765494495,0.8162232297686571,0.26233903183385854,0.0015255812541805271,0.5290140107876021,0.46408732265497427,0.6756164913768268,/volumes/Seagate/mtg-jamendo-dataset/00/1277700.mp3
108.0,123.046875,0.500672145310733,0.3402732391357422,0.07758757472038269,0.27613695700886,0.4859030577001008,0.30047584964724205,0.00014201932411336276,0.5180001080593941,0.5726883738391761,0.6133938521315025,/volumes/Seagate/mtg-jamendo-dataset/00/1048300.mp3
214.49249433106576,139.6748310810811,0.6049329775482568,0.8319609680175781,0.2727237641811371,0.6857138378934975,0.9480761178592535,0.4640744579029011,0.0032440095277733523,0.3,0.7250891627383782,0.6531627225575336,/volumes/Seagate/mtg-jamendo-dataset/00/634500.mp3
180.0051700680272,109.95678191489361,0.56488390570484,0.5688937683105469,0.20250196754932404,0.29495465904050316,0.5575567802565529,0.23120126473757482,0.00038209510918700855,0.7311876380981115,0.3980185116437666,0.6932970059890033,/volumes/Seagate/mtg-jamendo-dataset/00/1202100.mp3
291.5938541666667,112.5,0.56696033811494,0.28017678833007814,0.23444558680057526,0.7046847255500427,0.9629434669931667,0.9420017719217321,0.0008872997212560775,0.9556675742169638,0.6850718114287551,0.6473860489624561,/volumes/Seagate/mtg-jamendo-dataset/00/1102300.mp3
189.0,105.46875,0.582745857237714,0.5234590606689454,0.1812155395746231,0.933106148042289,1.0,0.647525319110685,0.008253401820243861,0.8362508362053196,0.6609375,0.6330500942468644,/volumes/Seagate/mtg-jamendo-dataset/00/1420600.mp3
677.8571655328798,139.6748310810811,0.5671102663669778,0.4359561920166016,0.16448506712913513,0.384202429087264,0.7094611802194707,0.18509499019561154,0.001092456969137817,0.2999989958208244,0.49247313297896333,0.6607199975706959,/volumes/Seagate/mtg-jamendo-dataset/00/881100.mp3
203.66399092970522,120.18531976744185,0.5174531266653973,0.3035421447753907,0.16775836050510406,0.5067980928300547,0.7589918189600153,0.4339856213930093,0.0006073757593401799,0.46316422953572145,0.4828737776991087,0.6638182542420157,/volumes/Seagate/mtg-jamendo-dataset/00/1089300.mp3
205.3757596371882,139.6748310810811,0.5666776538535692,0.5436355743408202,0.24586939811706543,0.5516301900697287,0.8368532978492137,0.27411656027244274,0.002066501667556767,0.742509613355256,0.5677504593086221,0.6749628914604191,/volumes/Seagate/mtg-jamendo-dataset/00/1197000.mp3
245.81224489795918,129.19921875,0.5650337614234775,0.2951939086914062,0.21765337884426117,0.7007173652068902,0.9821616177433692,0.5525454070013236,0.002343940161332117,0.7020997581492053,0.6211115223961589,0.6541329119047024,/volumes/Seagate/mtg-jamendo-dataset/00/1051500.mp3
202.6354648526077,97.50884433962264,0.5622690520243385,0.7803498916625977,0.09601659327745438,0.6044292701246656,0.8398743612593029,0.2439600119617559,0.0015376802703292245,0.3,0.6306553610001447,0.6084349013798546,/volumes/Seagate/mtg-jamendo-dataset/00/1357700.mp3
221.9998185941043,161.4990234375,0.5508348036386694,0.7050034637451172,0.1365010142326355,0.20441267001530333,0.4592752501206983,0.22503590552064917,0.0003137154381248544,0.29999989450627845,0.46884444616028176,0.6553714758916924,/volumes/Seagate/mtg-jamendo-dataset/00/682600.mp3
419.98201814058956,123.046875,0.5775378211458742,0.44424087524414063,0.31593722105026245,0.6254046301387036,0.9059494149255686,0.4814746742629832,0.0035277375250748156,0.8944969878276772,0.5573789305132523,0.702261613475444,/volumes/Seagate/mtg-jamendo-dataset/00/1234500.mp3
265.844716553288,129.19921875,0.5853744359103688,0.4290168304443359,0.23399022221565247,0.8132277304879588,1.0,0.5799910099721138,0.008596524826641189,0.7547520633816134,0.6876525447091448,0.6467059710558059,/volumes/Seagate/mtg-jamendo-dataset/00/1333800.mp3
461.4,123.046875,0.5938797862130551,0.3747124633789063,0.07081196457147598,0.2919975539285049,0.6247991914337983,0.2142790510991014,0.0004698089869136492,0.9425139235994924,0.5167326870076157,0.6221457698442082,/volumes/Seagate/mtg-jamendo-dataset/00/141800.mp3
225.14068027210885,92.28515625,0.5132987180819355,0.7914169921875,0.07698378711938858,0.1709152567404509,0.3422456830958845,0.1251321510275898,0.0002542821603356956,0.5102264272858812,0.4154940194138035,0.6446153594802193,/volumes/Seagate/mtg-jamendo-dataset/00/1110300.mp3
817.7,120.18531976744185,0.6269125838130126,0.4505821990966797,0.0871158018708229,0.3002961020407919,0.6844745415771817,0.21676596814526305,0.000510080616861306,0.2945315232951258,0.502966963021115,0.6307682960692732,/volumes/Seagate/mtg-jamendo-dataset/00/251100.mp3
262.75,126.04801829268293,0.573081251657808,0.9272615203857424,0.10493718087673187,0.4409519839657345,0.736094754884991,0.13994775366629594,0.0025840471728022243,0.899096668745526,0.5000474420329898,0.6377678967090255,/volumes/Seagate/mtg-jamendo-dataset/00/206000.mp3
60.08163265306123,120.18531976744185,0.6009609814681569,0.7332594299316406,0.2562175691127777,0.7608079042356442,0.8963980170729866,1.0,0.0020722627536845914,0.29999999872109495,0.7505084069867622,0.6421366434832476,/volumes/Seagate/mtg-jamendo-dataset/00/953500.mp3
459.49786848072563,117.45383522727273,0.613960873482025,0.43164846801757817,0.11611630022525787,0.11925592196283628,0.31032687058751757,0.16822452483456565,0.0004101318642576486,0.2999965379164007,0.4320554078224969,0.6553907865165935,/volumes/Seagate/mtg-jamendo-dataset/00/1400800.mp3
84.12517006802722,151.99908088235293,0.5652254858579939,0.30018661499023436,0.18907660245895386,0.5464847167768541,0.9265988006336661,0.3640400422773204,0.0015037168006086375,0.7946920730995656,0.5948708245360654,0.6490934119780103,/volumes/Seagate/mtg-jamendo-dataset/00/965600.mp3
182.32589569161,156.60511363636363,0.532745351597098,0.6606277618408204,0.04637422785162926,0.1907840623296893,0.2786137681958084,0.21326189422352676,7.820907426664041e-05,0.6645322520202093,0.5730641650322392,0.6020818890201387,/volumes/Seagate/mtg-jamendo-dataset/00/816200.mp3
590.4503854875284,161.4990234375,0.5619633454107178,0.30832107543945314,0.11422810703516006,0.22003781329031677,0.4118076647348188,0.247094108992134,0.00015313200893468732,0.5149082936430469,0.408145155254353,0.659493087481787,/volumes/Seagate/mtg-jamendo-dataset/00/1085700.mp3
75.16072562358276,139.6748310810811,0.5371499278476893,0.4160302124023438,0.10443025082349777,0.2535677177159056,0.5361278883967758,0.23255121800522918,0.00033911592459424147,0.48399148983974805,0.4448475514884201,0.6486253799987752,/volumes/Seagate/mtg-jamendo-dataset/00/1162100.mp3
315.6114285714286,123.046875,0.5549603754038147,0.5116553649902345,0.21800068020820618,0.49349245942492087,0.7924557889536239,0.15921208342118368,0.003505410232055032,0.7904598935126194,0.5827953031034254,0.6619211842542692,/volumes/Seagate/mtg-jamendo-dataset/00/1414200.mp3
291.9183673469388,120.18531976744185,0.5813149819844536,0.6008976135253907,0.19437070190906525,0.5093788956752938,0.9107041853743103,0.2424970705322707,0.0028860127239414978,0.3,0.5829182495174798,0.6533898027837676,/volumes/Seagate/mtg-jamendo-dataset/00/415600.mp3
299.88,132.51201923076923,0.5864378851156402,0.5165408630371094,0.16144970059394836,0.6151070012682469,0.7635924144963643,0.5028178616280936,0.0014252945711620178,0.2999999738869094,0.634670364187524,0.6311878193763165,/volumes/Seagate/mtg-jamendo-dataset/00/1169400.mp3
152.52027210884353,129.19921875,0.5713421533777263,0.36642605590820315,0.20891283452510834,0.5951330030234707,1.0,0.2871161293436652,0.005400859732858134,0.5112580107447072,0.6295834789821959,0.6492919246325998,/volumes/Seagate/mtg-jamendo-dataset/00/1169700.mp3
153.15591836734694,143.5546875,0.5491555195525144,0.6966579437255858,0.05776926502585411,0.26634878807941337,0.48572202235816436,0.15702458252599505,0.0008035795878964082,0.402849470149906,0.4577712775705659,0.6292426798951943,/volumes/Seagate/mtg-jamendo-dataset/00/142200.mp3
225.00575963718822,151.99908088235293,0.5766301465727715,0.27888671875,0.2555772066116333,0.7271325034173226,0.9976740506515678,0.6347415937912539,0.004204520591465637,0.29999999790600645,0.6812650641455812,0.6557547815510718,/volumes/Seagate/mtg-jamendo-dataset/00/810900.mp3
202.15625,114.79591836734694,0.4974566427830591,0.7767788085937497,0.017600275576114655,0.2055852736065085,0.28480273137375256,0.08928762162628222,0.0006311609374519989,0.4721444399608904,0.4874708306044136,0.6088419330865186,/volumes/Seagate/mtg-jamendo-dataset/00/920000.mp3
209.14473922902494,114.84375,0.5510606798972373,0.5211858825683595,0.17070142924785614,0.7866790275322489,1.0,0.43141013924710436,0.010029597441750625,0.6582362395546826,0.7125744391790656,0.618937626693415,/volumes/Seagate/mtg-jamendo-dataset/00/1150900.mp3
171.0,161.4990234375,0.5356501065361181,0.6221672210693359,0.14987413585186005,0.5251910748574093,0.7430392255210786,0.2964197062705232,0.0011275593040577666,0.2999999999619512,0.6169424889251185,0.630566191121646,/volumes/Seagate/mtg-jamendo-dataset/00/1066800.mp3
184.01628117913833,123.046875,0.52093433821476,0.5771570663452149,0.027697641402482986,0.31571337543504574,0.5944952742997521,0.21579933830884052,0.00046530048887987916,0.47549318038340127,0.4382465368792662,0.6223218435290406,/volumes/Seagate/mtg-jamendo-dataset/00/1266900.mp3
257.62666666666667,129.19921875,0.5192989465327447,0.25082504272460937,0.14128750562667847,0.4992462481411314,0.7815021706683323,0.46738614094265857,0.0006881077671526619,0.812384626306137,0.6318008802695895,0.6245033259716863,/volumes/Seagate/mtg-jamendo-dataset/00/366100.mp3
