duration,tempo,acousticness,dynamic_range,energy,brightness,fullness,density,instrumentalness,danceability,valence,tension,filename,genre
331.8,109.9567819148936,0.5853930543851307,0.7175890197753907,0.2870036363601684,0.4342670687362026,0.7818689178127506,0.2663989164822541,0.0013133594862473,0.3,0.5490895018101394,0.6935034087276328,485800.mp3,instrumentalpop
91.3,92.28515625,0.5633946234338749,0.8946859893798828,0.1900943219661712,0.5123738765494495,0.8162232297686571,0.2623390318338585,0.0015255812541805,0.5290140107876021,0.4640873226549742,0.6756164913768268,1277700.mp3,classical
108.0,123.046875,0.500672145310733,0.3402732391357422,0.0775875747203826,0.27613695700886,0.4859030577001008,0.300475849647242,0.0001420193241133,0.5180001080593941,0.5726883738391761,0.6133938521315025,1048300.mp3,classical
214.49249433106576,139.6748310810811,0.6049329775482568,0.8319609680175781,0.2727237641811371,0.6857138378934975,0.9480761178592536,0.4640744579029011,0.0032440095277733,0.3,0.7250891627383782,0.6531627225575336,634500.mp3,acid
180.0051700680272,109.9567819148936,0.56488390570484,0.5688937683105469,0.202501967549324,0.2949546590405031,0.5575567802565529,0.2312012647375748,0.000382095109187,0.7311876380981115,0.3980185116437666,0.6932970059890033,1202100.mp3,chillout
291.5938541666667,112.5,0.56696033811494,0.2801767883300781,0.2344455868005752,0.7046847255500427,0.9629434669931668,0.942001771921732,0.000887299721256,0.9556675742169638,0.6850718114287551,0.6473860489624561,1102300.mp3,poprock
189.0,105.46875,0.582745857237714,0.5234590606689454,0.1812155395746231,0.933106148042289,1.0,0.647525319110685,0.0082534018202438,0.8362508362053196,0.6609375,0.6330500942468644,1420600.mp3,house
677.8571655328798,139.6748310810811,0.5671102663669778,0.4359561920166016,0.1644850671291351,0.384202429087264,0.7094611802194707,0.1850949901956115,0.0010924569691378,0.2999989958208244,0.4924731329789633,0.6607199975706959,881100.mp3,classical
203.6639909297052,120.18531976744184,0.5174531266653973,0.3035421447753907,0.167758360505104,0.5067980928300547,0.7589918189600153,0.4339856213930093,0.0006073757593401,0.4631642295357214,0.4828737776991087,0.6638182542420157,1089300.mp3,newage
205.3757596371882,139.6748310810811,0.5666776538535692,0.5436355743408202,0.2458693981170654,0.5516301900697287,0.8368532978492137,0.2741165602724427,0.0020665016675567,0.742509613355256,0.5677504593086221,0.6749628914604191,1197000.mp3,electronic
245.8122448979592,129.19921875,0.5650337614234775,0.2951939086914062,0.2176533788442611,0.7007173652068902,0.9821616177433692,0.5525454070013236,0.0023439401613321,0.7020997581492053,0.6211115223961589,0.6541329119047024,1051500.mp3,house
202.6354648526077,97.50884433962264,0.5622690520243385,0.7803498916625977,0.0960165932774543,0.6044292701246656,0.8398743612593029,0.2439600119617559,0.0015376802703292,0.3,0.6306553610001447,0.6084349013798546,1357700.mp3,chillout
221.9998185941043,161.4990234375,0.5508348036386694,0.7050034637451172,0.1365010142326355,0.2044126700153033,0.4592752501206983,0.2250359055206491,0.0003137154381248,0.2999998945062784,0.4688444461602817,0.6553714758916924,682600.mp3,ambient
419.9820181405896,123.046875,0.5775378211458742,0.4442408752441406,0.3159372210502624,0.6254046301387036,0.9059494149255686,0.4814746742629832,0.0035277375250748,0.8944969878276772,0.5573789305132523,0.702261613475444,1234500.mp3,dance
265.844716553288,129.19921875,0.5853744359103688,0.4290168304443359,0.2339902222156524,0.8132277304879588,1.0,0.5799910099721138,0.0085965248266411,0.7547520633816134,0.6876525447091448,0.6467059710558059,1333800.mp3,90s
461.4,123.046875,0.5938797862130551,0.3747124633789063,0.0708119645714759,0.2919975539285049,0.6247991914337983,0.2142790510991014,0.0004698089869136,0.9425139235994924,0.5167326870076157,0.6221457698442082,141800.mp3,ambient
225.14068027210885,92.28515625,0.5132987180819355,0.7914169921875,0.0769837871193885,0.1709152567404509,0.3422456830958845,0.1251321510275898,0.0002542821603356,0.5102264272858812,0.4154940194138035,0.6446153594802193,1110300.mp3,ambient
262.75,126.04801829268293,0.573081251657808,0.9272615203857424,0.1049371808767318,0.4409519839657345,0.736094754884991,0.1399477536662959,0.0025840471728022,0.899096668745526,0.5000474420329898,0.6377678967090255,206000.mp3,ambient
60.08163265306123,120.18531976744184,0.6009609814681569,0.7332594299316406,0.2562175691127777,0.7608079042356442,0.8963980170729866,1.0,0.0020722627536845,0.2999999987210949,0.7505084069867622,0.6421366434832476,953500.mp3,hiphop
459.4978684807256,117.45383522727272,0.613960873482025,0.4316484680175781,0.1161163002252578,0.1192559219628362,0.3103268705875175,0.1682245248345656,0.0004101318642576,0.2999965379164007,0.4320554078224969,0.6553907865165935,1400800.mp3,darkambient
84.12517006802722,151.99908088235293,0.5652254858579939,0.3001866149902343,0.1890766024589538,0.5464847167768541,0.926598800633666,0.3640400422773204,0.0015037168006086,0.7946920730995656,0.5948708245360654,0.6490934119780103,965600.mp3,classical
182.32589569161,156.60511363636363,0.532745351597098,0.6606277618408204,0.0463742278516292,0.1907840623296893,0.2786137681958084,0.2132618942235267,7.820907426664041e-05,0.6645322520202093,0.5730641650322392,0.6020818890201387,816200.mp3,newage
590.4503854875284,161.4990234375,0.5619633454107178,0.3083210754394531,0.11422810703516,0.2200378132903167,0.4118076647348188,0.247094108992134,0.0001531320089346,0.5149082936430469,0.408145155254353,0.659493087481787,1085700.mp3,newage
75.16072562358276,139.6748310810811,0.5371499278476893,0.4160302124023438,0.1044302508234977,0.2535677177159056,0.5361278883967758,0.2325512180052291,0.0003391159245942,0.483991489839748,0.4448475514884201,0.6486253799987752,1162100.mp3,folk
315.6114285714286,123.046875,0.5549603754038147,0.5116553649902345,0.2180006802082061,0.4934924594249208,0.7924557889536239,0.1592120834211836,0.003505410232055,0.7904598935126194,0.5827953031034254,0.6619211842542692,1414200.mp3,dance
291.9183673469388,120.18531976744184,0.5813149819844536,0.6008976135253907,0.1943707019090652,0.5093788956752938,0.9107041853743104,0.2424970705322707,0.0028860127239414,0.3,0.5829182495174798,0.6533898027837676,415600.mp3,chilloutlounge
299.88,132.51201923076923,0.5864378851156402,0.5165408630371094,0.1614497005939483,0.6151070012682469,0.7635924144963643,0.5028178616280936,0.001425294571162,0.2999999738869094,0.634670364187524,0.6311878193763165,1169400.mp3,metal
152.52027210884353,129.19921875,0.5713421533777263,0.3664260559082031,0.2089128345251083,0.5951330030234707,1.0,0.2871161293436652,0.0054008597328581,0.5112580107447072,0.6295834789821959,0.6492919246325998,1169700.mp3,easylistening
153.15591836734694,143.5546875,0.5491555195525144,0.6966579437255858,0.0577692650258541,0.2663487880794133,0.4857220223581643,0.157024582525995,0.0008035795878964,0.402849470149906,0.4577712775705659,0.6292426798951943,142200.mp3,pop
225.00575963718825,151.99908088235293,0.5766301465727715,0.27888671875,0.2555772066116333,0.7271325034173226,0.9976740506515678,0.6347415937912539,0.0042045205914656,0.2999999979060064,0.6812650641455812,0.6557547815510718,810900.mp3,indie
202.15625,114.79591836734694,0.4974566427830591,0.7767788085937497,0.0176002755761146,0.2055852736065085,0.2848027313737525,0.0892876216262822,0.0006311609374519,0.4721444399608904,0.4874708306044136,0.6088419330865186,920000.mp3,newage
209.1447392290249,114.84375,0.5510606798972373,0.5211858825683595,0.1707014292478561,0.7866790275322489,1.0,0.4314101392471043,0.0100295974417506,0.6582362395546826,0.7125744391790656,0.618937626693415,1150900.mp3,popfolk
171.0,161.4990234375,0.5356501065361181,0.6221672210693359,0.14987413585186,0.5251910748574093,0.7430392255210786,0.2964197062705232,0.0011275593040577,0.2999999999619512,0.6169424889251185,0.630566191121646,1066800.mp3,rock
