duration,tempo,energy,loudness,key,mode,acousticness,instrumentalness,speechiness,danceability,valence,liveness,time_signature,filename
331.8,109.95678191489361,0.28700363636016846,-12.17824935913086,7,1,0.5853930543851307,0.0,0.011668601771816611,1.0,0.6027637146058633,0.5750776827335358,4,/volumes/Seagate/mtg-jamendo-dataset/00/485800.mp3
91.3,92.28515625,0.19009432196617126,-16.823261260986328,3,0,0.5633946234338749,0.0,0.006878686370328069,1.0,0.47671051620604354,0.795908197760582,4,/volumes/Seagate/mtg-jamendo-dataset/00/1277700.mp3
108.0,123.046875,0.07758757472038269,-27.925128936767578,0,0,0.500672145310733,0.0,0.0016057166503742337,1.0,0.49886385887832246,0.0002557966399763245,4,/volumes/Seagate/mtg-jamendo-dataset/00/1048300.mp3
214.49249433106576,139.6748310810811,0.2727237641811371,-10.154553413391113,0,1,0.6049329775482568,0.0,0.004173425724729896,1.0,0.7564923513722238,1.0,4,/volumes/Seagate/mtg-jamendo-dataset/00/634500.mp3
180.0051700680272,109.95678191489361,0.20250196754932404,-19.61857795715332,6,1,0.56488390570484,0.0,0.0008324315131176263,1.0,0.550521560969976,0.016261995770037174,4,/volumes/Seagate/mtg-jamendo-dataset/00/1202100.mp3
291.5938541666667,112.5,0.23444558680057526,-8.547698020935059,9,1,0.56696033811494,0.0,0.0010431070695631206,1.0,0.7092567720812661,0.9145788848400116,4,/volumes/Seagate/mtg-jamendo-dataset/00/1102300.mp3
189.0,105.46875,0.1812155395746231,-7.440513610839844,7,0,0.582745857237714,0.0,0.010922626359388232,1.0,0.6109375,1.0,4,/volumes/Seagate/mtg-jamendo-dataset/00/1420600.mp3
677.8571655328798,139.6748310810811,0.16448506712913513,-17.171205520629883,0,0,0.5671102663669778,0.0,0.0001179819337266963,1.0,0.5234255730698862,0.33710867166519165,4,/volumes/Seagate/mtg-jamendo-dataset/00/881100.mp3
203.66399092970522,120.18531976744185,0.16775836050510406,-16.078527450561523,11,1,0.5174531266653973,0.0,0.0005389922152971849,1.0,0.5913815216533759,0.08085276000201702,4,/volumes/Seagate/mtg-jamendo-dataset/00/1089300.mp3
205.3757596371882,139.6748310810811,0.24586939811706543,-12.53750228881836,1,0,0.5666776538535692,0.0,6.571515768882819e-05,1.0,0.5862109834383105,0.7428546994924545,4,/volumes/Seagate/mtg-jamendo-dataset/00/1197000.mp3
